StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,261 - personal_1,261 - personal_2,261 - personal_3,261 - user query,261 - ranking_0_GROUP,261 - ranking_0_1_RANK,261 - ranking_0_2_RANK,261 - ranking_0_3_RANK,261 - ranking_0_4_RANK,261 - ranking_0_5_RANK,261 - ranking_0_6_RANK,Q16_0_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_6_RANK,Q15_0_GROUP,Q15_0_1_RANK,Q15_0_2_RANK,Q15_0_3_RANK,Q15_0_4_RANK,Q15_0_5_RANK,Q15_0_6_RANK,297 - personal_1,297 - personal_2,297 - personal_3,297 - user query,297 - ranking_0_GROUP,297 - ranking_0_1_RANK,297 - ranking_0_2_RANK,297 - ranking_0_3_RANK,297 - ranking_0_4_RANK,297 - ranking_0_5_RANK,297 - ranking_0_6_RANK,244 - personal_1,244 - personal_2,244 - personal_3,244 - user query,244 - ranking_0_GROUP,244 - ranking_0_1_RANK,244 - ranking_0_2_RANK,244 - ranking_0_3_RANK,244 - ranking_0_4_RANK,244 - ranking_0_5_RANK,244 - ranking_0_6_RANK,238 - personal_1,238 - personal_2,238 - personal_3,238 - user query,238 - ranking_0_GROUP,238 - ranking_0_1_RANK,238 - ranking_0_2_RANK,238 - ranking_0_4_RANK,238 - ranking_0_5_RANK,238 - ranking_0_6_RANK,238 - ranking_0_3_RANK,Random ID,mistakes
2022-02-10 01:23:18,2022-02-10 01:30:36,0,71.114.159.253,100,437,1,2022-02-10 01:30:36,R_21hSaxpAmCQwLGO,,,,,40.29949951171875,-76.58679962158203125,anonymous,EN,1,,0,0,,4,3,4,home remedies for sore throat,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,1,2,4,remedies for altitude sickness,"5,3,4,1,2,6",4,5,2,3,1,6,1,1,3,history of Old Town Scotsdale Az,"3,1,2,4,5,6",2,3,1,4,5,6,4,5,5,George W Bush bio,"5,6,2,1,4,3",4,3,5,1,2,6,76893493784,1
2022-02-10 01:28:33,2022-02-10 01:30:45,0,68.169.141.54,100,131,1,2022-02-10 01:30:45,R_BPWdWVYAodDWW2d,,,,,35.1587066650390625,-85.21630096435546875,anonymous,EN,1,,0,0,,4,4,4,sore throat home treatment,"5,1,3,4,2,6",2,5,3,4,1,6,,,,,,,,,,,,,,,3,4,4,how to get ready for high altitude living,"1,5,2,4,3,6",1,3,5,4,2,6,1,3,4,"scottsdale, az old town","3,4,1,5,2,6",3,5,1,2,4,6,4,4,5,george h.w. bush biographies,"6,5,2,1,4,3",4,3,5,2,1,6,38278511497,1
2022-02-10 01:28:56,2022-02-10 01:31:19,0,76.221.209.152,100,142,1,2022-02-10 01:31:20,R_1HjkqCSkRqmLANv,,,,,42.2967071533203125,-85.20659637451171875,anonymous,EN,0.89999997615814208984375,,0,0,,5,4,4,homeopathy sore throat,"1,3,5,4,2,6",1,5,2,4,3,6,,,,,,,,,,,,,,,4,3,5,altitude sickness prevention,"1,3,4,2,5,6",1,4,2,3,5,6,1,4,4,old town scottsdale history,"3,1,2,4,5,6",2,3,1,4,5,6,5,2,5,george hw bush biography,"2,5,6,1,4,3",4,1,5,2,3,6,83083046709,1
2022-02-10 01:52:53,2022-02-10 01:56:03,0,97.94.83.51,100,189,1,2022-02-10 01:56:03,R_T0AcWqS7ZADL2BX,,,,,43.1772003173828125,-85.2472991943359375,anonymous,EN,1,,0,0,,1,3,5,Folk remedies for sore throat.,"5,1,2,4,3,6",2,3,5,4,1,6,,,,,,,,,,,,,,,1,1,3,Treatments for altitude sickness,"4,3,1,2,5,6",3,4,2,1,5,6,1,4,5,Old Town Scottsdale Arizona history,"3,1,5,2,4,6",2,4,1,5,3,6,4,3,5,George H. W. Bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,13392800069,1
2022-02-10 19:24:10,2022-02-10 19:40:25,0,69.14.90.158,100,975,1,2022-02-10 19:40:27,R_1jBpTH5salz9Tiq,,,,,41.395904541015625,-82.00350189208984375,anonymous,EN,1,,0,5,,3,5,4,sore throat alternative remedies,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,2,4,3,how to deal with altitude sickness,"4,3,1,2,5,6",3,4,2,1,5,6,1,3,4,History of Old Town Scottsdale before being part of Phoenix,"3,1,4,5,2,6",2,5,1,3,4,6,3,4,5,biography of President George H. W. Bush,"5,2,6,1,4,3",4,2,5,1,3,6,78677898773,1
2022-02-10 20:27:06,2022-02-10 20:39:03,0,208.118.154.35,100,717,1,2022-02-10 20:39:04,R_UaW7XasXLQPC4aR,,,,,46.1363067626953125,-92.589202880859375,anonymous,EN,1,,0,5,,5,4,5,What our some home remedies for a sore throat?,"5,1,2,4,3,6",2,3,5,4,1,6,,,,,,,,,,,,,,,4,4,4,How to survive in Mexico?,"6,5,1,2,4,3",3,4,6,5,2,1,2,3,3,What is the history on Old Town Scottsdale?,"3,1,5,2,4,6",2,4,1,5,3,6,4,4,4,Who was President W Bush?,"1,4,5,6,2,3",1,5,2,3,4,6,85505661456,2
2022-02-10 20:20:10,2022-02-10 20:46:28,0,207.244.89.166,23,1577,0,2022-02-10 21:20:14,R_sSZVcJfk38dkwsV,,,,,,,anonymous,EN,0.89999997615814208984375,,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,George Bush's  biographies,,,,,,,,91843444798,0
2022-02-11 01:43:25,2022-02-11 01:47:26,0,69.14.233.210,100,241,1,2022-02-11 01:47:27,R_1dgmtP4QxBjTi9g,,,,,42.2931060791015625,-83.25479888916015625,anonymous,EN,0.89999997615814208984375,,0,0,,5,5,5,"Natural folk remedies for a sore throat ","5,4,1,3,2,6",3,5,4,2,1,6,,,,,,,,,,,,,,,2,4,4,"Remedies for altitude sickness in Mexico City ","5,1,3,4,6,2",2,6,3,4,1,5,2,4,4,"History of Old Town Scottsdale ","3,1,5,2,4,6",2,4,1,5,3,6,5,5,5,"Biography of president George H. W Bush ","6,5,2,1,4,3",4,3,5,2,1,6,18390558282,2
2022-02-11 04:19:35,2022-02-11 04:25:13,0,108.56.207.77,100,337,1,2022-02-11 04:25:14,R_27DOqKBrnfZsYbw,,,,,38.981597900390625,-77.00440216064453125,anonymous,EN,1,,0,0,,4,5,5,sore throat home remedy,"1,3,4,5,2,6",1,5,2,3,4,6,,,,,,,,,,,,,,,2,5,5,prevent altitude sickness,"1,5,2,3,4,6",1,3,4,5,2,6,1,2,4,Old Town Scottsdale history,"1,2,5,3,4,6",1,2,4,5,3,6,1,1,5,George H W Bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,23798185735,1
2022-02-11 06:22:25,2022-02-11 06:23:07,0,73.189.147.24,8,41,0,2022-02-11 07:22:33,R_3Lh7Lp3XUW19Rw2,,,,,,,anonymous,EN,0.89999997615814208984375,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67172636985,0
2022-02-11 10:16:54,2022-02-11 10:21:22,0,108.234.158.75,100,267,1,2022-02-11 10:21:22,R_3kyUgsk6rmc7u6X,,,,,41.5435943603515625,-87.6826019287109375,anonymous,EN,0.89999997615814208984375,,0,0,,4,3,4,sore throat remedies,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,2,4,5,altitude sickness prevention,"5,1,4,3,2,6",2,5,4,3,1,6,1,5,4,Old Town Phoenix,"3,1,5,4,2,6",2,5,1,4,3,6,2,2,4," George H.W. Bush Biography","5,2,6,1,4,3",4,2,5,1,3,6,81014328005,1
2022-02-11 12:57:04,2022-02-11 13:00:52,0,73.157.41.91,100,228,1,2022-02-11 13:00:53,R_POrfWavJhnMMGid,,,,,47.722900390625,-122.19609832763671875,anonymous,EN,1,,0,0,,4,4,4,folk remedies for sore throat,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,4,4,4,How to prevent altitude sickness,"5,1,4,3,2,6",2,5,4,3,1,6,1,3,4,Old Town Scottsdale history,"3,1,5,4,2,6",2,5,1,4,3,6,3,2,5,George H. W. Bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,63882758431,1
2022-02-11 13:03:53,2022-02-11 13:06:34,0,72.128.43.112,100,160,1,2022-02-11 13:06:34,R_1GwCTkblo3A3XHG,,,,,39.1472015380859375,-94.7873992919921875,anonymous,EN,1,,0,0,,2,4,4,sore throat folk remedies,"2,1,3,4,6,5",2,1,3,4,6,5,,,,,,,,,,,,,,,2,4,4,"altitude sickness medicine ","5,3,4,2,6,1",6,4,2,3,1,5,4,5,4,"old town Scottsdale ","1,2,5,4,3,6",1,2,5,4,3,6,4,5,4,George bush biographies,"2,5,1,4,3,6",3,1,4,2,6,5,18369597678,5
2022-02-11 15:32:33,2022-02-11 15:36:24,0,99.29.152.81,100,230,1,2022-02-11 15:36:24,R_3PdlmdB5VuXJXhr,,,,,41.534393310546875,-81.53189849853515625,anonymous,EN,1,,0,0,,5,5,5,folk remedies sore throat,"5,4,1,2,3,6",3,4,5,2,1,6,,,,,,,,,,,,,,,5,5,5,how can I prevent altitude sickness,"1,5,4,3,2,6",1,5,4,3,2,6,1,3,5,history of old town scottsdale,"1,3,4,5,2,6",1,5,2,3,4,6,5,5,5,George H W Bush biography,"5,6,2,1,4,3",4,3,5,1,2,6,11068552236,1
2022-02-11 16:14:00,2022-02-11 16:17:06,0,104.172.136.246,100,186,1,2022-02-11 16:17:06,R_Z7v3WVCUbBeMpTX,,,,,34.1855926513671875,-119.2136993408203125,anonymous,EN,1,,0,0,,2,5,5,Natural folk remedies for soar throat.,"5,1,4,3,2,6",2,5,4,3,1,6,,,,,,,,,,,,,,,1,5,5,How to prepare for altitude sickness from highly elevated cities?,"5,3,4,1,2,6",4,5,2,3,1,6,2,5,5,History of Old Town Scottsdale.,"3,1,5,4,2,6",2,5,1,4,3,6,2,2,4,George H. W. Bush biographies,"6,2,5,1,4,3",4,2,5,3,1,6,28088945231,1
2022-02-12 03:21:56,2022-02-12 03:28:42,0,45.86.210.172,100,405,1,2022-02-12 03:28:42,R_2cc5sUaKy5itrWU,,,,,33.4412994384765625,-112.0420989990234375,anonymous,EN,0.89999997615814208984375,,,,,5,5,5,sore throat folk remedy cures,"5,1,4,3,2,6",2,5,4,3,1,6,,,,,,,,,,,,,,,5,5,5,altitude sickness prevention or cures,"5,3,1,4,2,6",3,5,2,4,1,6,4,4,4,Arizona old town scottsdale,"3,1,4,2,6,5",2,4,1,3,6,5,4,4,4,George H. W. Bush biography,"5,6,2,1,4,3",4,3,5,1,2,6,39547676728,2
2022-02-12 06:25:46,2022-02-12 06:30:10,0,100.8.119.202,100,263,1,2022-02-12 06:30:11,R_xAxgmF1I7PUawi5,,,,,40.7158050537109375,-74.35900115966796875,anonymous,EN,1,,0,0,,5,5,5,folk remedies for sore throat,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,4,4,4,Altitude sickness treatments and prevention techniques,"3,1,4,5,2,6",2,5,1,3,4,6,4,4,4,Old Town Scottsdale history,"1,3,5,2,4,6",1,4,2,5,3,6,2,2,5,George H. W. Bush biographies,"5,2,6,1,4,3",4,2,5,1,3,6,28671285666,1
2022-02-12 08:08:17,2022-02-12 08:08:58,0,103.251.226.101,8,40,0,2022-02-12 09:08:26,R_2V8fvbMmMrDlHKb,,,,,,,anonymous,EN,1,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46774636770,0
2022-02-12 11:21:35,2022-02-12 11:24:28,0,73.84.237.216,100,172,1,2022-02-12 11:24:29,R_VWjit53vfbVA7ct,,,,,25.7738037109375,-80.3583984375,anonymous,EN,1,,0,0,,2,4,3,sore throat folk remedies,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,3,1,5,"altitude sickness treatments ","1,3,4,2,5,6",1,4,2,3,5,6,1,2,4,Old town Scottsdale history,"3,1,2,5,4,6",2,3,1,5,4,6,4,2,5,George H.W. Bush biographies,"2,5,6,1,4,3",4,1,5,2,3,6,74123081709,1
2022-02-12 12:00:46,2022-02-12 12:05:11,0,165.225.220.123,100,265,1,2022-02-12 12:05:12,R_2OOA39QriU6CvCG,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,1,,0,25,,5,5,4,At home sore throat remedy,"4,5,1,2,6,3",3,4,6,1,2,5,,,,,,,,,,,,,,,2,3,2,How to relieve altitude sickness,"3,1,4,5,2,6",2,5,1,3,4,6,1,4,3,Old Town Scottsdale history,"3,1,5,4,2,6",2,5,1,4,3,6,4,5,4,George H.W. Bush official biography,"2,5,6,1,4,3",4,1,5,2,3,6,87769632278,2
2022-02-12 12:00:36,2022-02-12 12:05:41,0,23.84.70.4,100,304,1,2022-02-12 12:05:41,R_33EixvduYlirke8,,,,,38.6551971435546875,-90.2494964599609375,anonymous,EN,1,,0,10,,3,2,5,"sore throat folk remedy ","1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,2,2,5,"altitude sickness treatment and prevention ","5,4,3,1,2,6",4,5,3,2,1,6,2,4,5,"old town Scottsdale history before Phoenix ","1,3,5,2,4,6",1,4,2,5,3,6,4,3,5,"HW Bush biography ","5,2,1,6,4,3",3,2,5,1,4,6,19402821450,1
2022-02-12 12:25:44,2022-02-12 12:41:34,0,73.236.233.120,100,949,1,2022-02-12 12:41:36,R_1P4MwRX544TLCql,,,,,40.566192626953125,-79.70780181884765625,anonymous,EN,,,,,,4,4,4,sore throat remedies,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,4,4,5,altitude sickness remedies,"1,3,4,5,2,6",1,5,2,3,4,6,2,4,4,Old Town Scotsdale history,"1,4,3,5,2,6",1,5,3,2,4,6,5,4,5,George W. Bush,"1,2,5,6,4,3",1,2,5,3,4,6,67832804983,1
2022-02-12 14:26:12,2022-02-12 14:33:26,0,98.250.53.187,100,434,1,2022-02-12 14:33:26,R_1NsOk3GHSDsJYik,,,,,42.737701416015625,-84.52390289306640625,anonymous,EN,1,,0,0,,5,5,5,Home remedies for a sore throat,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,2,3,5,altitude sickness prevention,"1,3,4,2,5,6",1,4,2,3,5,6,1,4,4,History of old town scottsdale,"3,1,5,4,2,6",2,5,1,4,3,6,3,3,5,President George H.W. Bush biography,"5,2,1,6,4,3",3,2,5,1,4,6,49807432400,1
2022-02-12 14:41:04,2022-02-12 14:43:43,0,136.57.182.19,100,159,1,2022-02-12 14:43:45,R_eeZ4xy4NTp3Jb5D,,,,,35.291595458984375,-80.820098876953125,anonymous,EN,1,,0,0,,2,2,5,sore throat treatments,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,1,1,4,how to prevent altitude sickness,"5,4,1,3,2,6",3,5,4,2,1,6,1,4,2,scottsdale ghost town,"4,3,1,5,2,6",3,5,2,1,4,6,3,2,5,h w bush bio,"5,2,6,1,4,3",4,2,5,1,3,6,62864591910,1
2022-02-12 14:54:24,2022-02-12 14:58:20,0,108.185.146.83,100,236,1,2022-02-12 14:58:21,R_3Hty9cuheLe6i4i,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,1,,0,0,,4,4,5,cough home remedy,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,1,2,4,prevent altitude sickness,"1,5,4,3,2,6",1,5,4,3,2,6,1,4,4,history Scottsdale,"1,3,4,5,2,6",1,5,2,3,4,6,2,1,5,Bio HW Bush,"5,2,6,1,4,3",4,2,5,1,3,6,19195883492,1
2022-02-12 17:12:01,2022-02-12 17:15:52,0,73.171.50.82,100,231,1,2022-02-12 17:15:52,R_2yjtWc0fWrmc633,,,,,37.5702056884765625,-77.42389678955078125,anonymous,EN,1,,0,10,,4,2,5,sore throat home remedy,"1,4,5,2,3,6",1,4,5,2,3,6,,,,,,,,,,,,,,,2,2,5,high altitude sickness treatment,"3,2,1,4,5,6",3,2,1,4,5,6,2,4,4,Old Town Scottsdale history,"1,3,5,4,2,6",1,5,2,4,3,6,4,4,5,George H W Bush biography,"2,5,6,1,4,3",4,1,5,2,3,6,65726462577,1
2022-02-12 18:01:40,2022-02-12 18:05:13,0,72.208.207.238,100,212,1,2022-02-12 18:05:14,R_2Evjh93W6tTwmYQ,,,,,33.405303955078125,-111.7227020263671875,anonymous,EN,1,,0,0,,5,3,5,sore throat home remedies,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,2,3,4,altitude sickness remedies,"1,3,4,5,2,6",1,5,2,3,4,6,5,4,5,history of scottsdale arizona,"1,3,2,5,4,6",1,3,2,5,4,6,4,4,5,george h w bush biography,"1,5,2,6,4,3",1,3,5,2,4,6,75801202950,1
2022-02-12 18:16:25,2022-02-12 18:21:42,0,142.186.77.65,100,316,1,2022-02-12 18:21:42,R_3kAKOw4vnNE29VA,,,,,43.654693603515625,-79.36229705810546875,anonymous,EN,1,,0,10,,2,3,5,folk remedies for sore throat,"5,1,4,3,2,6",2,5,4,3,1,6,,,,,,,,,,,,,,,1,2,4,ways to prevent altitude sickness,"5,1,2,3,4,6",2,3,4,5,1,6,1,2,4,history of Old Town Scottsdale Arizona,"3,1,4,5,2,6",2,5,1,3,4,6,4,2,5,George H.W. Bush biography,"6,5,2,1,4,3",4,3,5,2,1,6,98284602821,1
2022-02-12 20:52:56,2022-02-12 20:55:03,0,99.8.86.242,100,127,1,2022-02-12 20:55:03,R_3g0iNDlT8rPkrOk,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,1,,0,0,,3,3,5,sore throat remedies,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,3,3,3,altitude sickness prevention,"1,5,3,4,2,6",1,5,3,4,2,6,3,3,3,Old Town Scottsdale history,"3,5,1,4,2,6",3,5,1,4,2,6,3,4,3,george hw bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,71780839816,1
2022-02-13 00:00:22,2022-02-13 00:12:05,0,70.179.211.39,100,703,1,2022-02-13 00:12:06,R_2YStHIPQmAqo1kk,,,,,39.132904052734375,-95.702301025390625,anonymous,EN,1,,0,0,,5,4,5,home folk remedies sore throat,"5,1,3,4,2,6",2,5,3,4,1,6,,,,,,,,,,,,,,,2,2,4,Mexico City altitude sickness cure,"5,1,3,4,2,6",2,5,3,4,1,6,2,2,3,Old Town Scottsdale history,"3,1,4,5,2,6",2,5,1,3,4,6,2,2,4,George H.W. Bush biographies,"6,5,2,1,4,3",4,3,5,2,1,6,88668094871,1
2022-02-13 00:59:22,2022-02-13 01:03:44,0,71.47.127.32,100,261,1,2022-02-13 01:03:44,R_Wv0XYMUktgd1zEJ,,,,,28.188507080078125,-81.269500732421875,anonymous,EN,1,,0,0,,4,1,3,"sore throat home remedies ","1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,4,2,5,"prevent altitude sickness ","1,5,3,4,2,6",1,5,3,4,2,6,1,5,5,"Old town scottsdale ","4,2,3,1,5,6",4,2,3,1,5,6,5,1,5,"H W Bush biographies   ","2,5,6,1,4,3",4,1,5,2,3,6,48610526530,1
2022-02-13 00:13:09,2022-02-13 00:15:45,0,70.40.252.133,31,155,0,2022-02-13 01:13:14,R_3ndS2d1ECnBKUPL,,,,,,,anonymous,EN,1,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,George H. W. Bush,"1,2,5,6,4,3",1,2,5,3,4,6,51846219140,1
2022-02-13 03:30:06,2022-02-13 03:35:40,0,100.19.94.69,100,334,1,2022-02-13 03:35:42,R_2fwVmT3U9Hspni6,,,,,39.92059326171875,-75.1826019287109375,anonymous,EN,1,,0,0,,4,2,5,folk remedies for sore throat,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,1,4,5,prevention of altitude sickness,"1,5,2,3,4,6",1,3,4,5,2,6,1,2,4,history of Old Town Scottsdale,"3,1,5,2,4,6",2,4,1,5,3,6,4,4,5,George H.W. Bush biographies,"6,5,2,1,4,3",4,3,5,2,1,6,62638074811,1
2022-02-13 04:36:21,2022-02-13 04:40:42,0,209.107.191.28,100,261,1,2022-02-13 04:40:43,R_21mi6wC5k3zcAEb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,0,75,,3,3,5,Home remedies for sore throat,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,4,4,5,Altitude sickness remedies,"5,1,4,3,2,6",2,5,4,3,1,6,1,3,5,Old town Scottsdale history,"3,1,5,2,4,6",2,4,1,5,3,6,3,4,5,George H. W. Bush biography,"2,5,6,1,4,3",4,1,5,2,3,6,65842387797,1
2022-02-13 05:50:10,2022-02-13 05:56:39,0,35.139.104.105,100,389,1,2022-02-13 05:56:39,R_2VKBMgkOOkX9K3n,,,,,28.0164031982421875,-81.9553985595703125,anonymous,EN,1,,0,0,,5,5,5,folk remedies for sore throat,"5,1,3,4,2,6",2,5,3,4,1,6,,,,,,,,,,,,,,,4,5,5,treatments to prevent altitude sickness,"5,1,4,3,2,6",2,5,4,3,1,6,2,5,5,What is the history with Old Town Scottsdale,"3,5,1,4,2,6",3,5,1,4,2,6,4,4,5,biography of President George H. W. Bush,"5,6,2,1,4,3",4,3,5,1,2,6,34498316061,1
2022-02-13 05:56:51,2022-02-13 06:00:36,0,70.67.145.133,100,224,1,2022-02-13 06:00:41,R_3kFDwXWOFdBLVUC,,,,,49.6584930419921875,-124.9835052490234375,anonymous,EN,1,,0,0,,5,4,4,Sore throat remedies,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,1,4,3,How to prevent altitude sickness,"1,3,2,4,5,6",1,3,2,4,5,6,1,2,3,Old Town Scottsdale history,"1,2,3,4,5,6",1,2,3,4,5,6,4,2,5,George H W Bush biography,"2,1,5,6,4,3",2,1,5,3,4,6,82912189974,1
2022-02-13 06:58:46,2022-02-13 07:06:16,0,72.78.76.5,100,450,1,2022-02-13 07:06:16,R_2fvNte88qJgAQHw,,,,,40.267303466796875,-74.948699951171875,anonymous,EN,1,,0,5,,4,4,4,Homemade remedies for sore throat,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,1,4,4,prevention and treatment of high altitude sickness,"5,1,4,3,6,2",2,6,4,3,1,5,1,4,3,The history of Old Town Scottsdale,"3,1,2,5,4,6",2,3,1,5,4,6,4,3,5,The life of President George H. W. Bush,"2,6,5,1,4,3",4,1,5,3,2,6,36651476069,2
2022-02-13 10:17:53,2022-02-13 10:23:58,0,172.58.19.91,100,365,1,2022-02-13 10:23:58,R_1rCYh3uovbyDzkA,,,,,33.78729248046875,-117.923095703125,anonymous,EN,0.800000011920928955078125,,0,0,,4,5,5,sore throat folk remedy,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,1,3,5,altitude sickness treatments,"3,4,1,5,2,6",3,5,1,2,4,6,1,1,1,old town scottsdale history,"1,3,5,4,2,6",1,5,2,4,3,6,1,1,1,george hw bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,59949684436,1
2022-02-13 12:42:16,2022-02-13 12:46:43,0,67.163.230.27,100,267,1,2022-02-13 12:46:43,R_1LnC0q8m7wOc82f,,,,,40.1587982177734375,-79.81220245361328125,anonymous,EN,1,,0,0,,3,4,4,sore throat home remedy,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,2,3,4,how to deal with altitude sickness,"1,4,3,5,2,6",1,5,3,2,4,6,1,2,4,Old Town Scottsdale history,"1,2,5,4,3,6",1,2,5,4,3,6,4,3,5,george hw bush biography,"2,5,6,1,4,3",4,1,5,2,3,6,28205406495,1
2022-02-13 14:03:10,2022-02-13 14:09:01,0,71.209.247.103,100,350,1,2022-02-13 14:09:01,R_xmzRpFwJtJ6Pqtr,,,,,33.5037994384765625,-112.025299072265625,anonymous,EN,0.89999997615814208984375,,0,0,,3,4,4,Sore throat folk remedies,"3,1,5,4,2,6",2,5,1,4,3,6,,,,,,,,,,,,,,,2,4,4,"Prevent altitude sickness ","1,5,3,4,2,6",1,5,3,4,2,6,4,5,4,"History of Scottsdale ","1,3,5,2,4,6",1,4,2,5,3,6,2,2,5,George HW Bush,"1,2,5,6,3,4",1,2,6,3,4,5,38758758318,1
2022-02-13 17:23:56,2022-02-13 17:27:02,0,24.190.47.7,100,185,1,2022-02-13 17:27:02,R_2ZX0ioMURhGGQ8j,,,,,40.7615966796875,-72.850799560546875,anonymous,EN,1,,0,5,,5,3,5,Sore throat remedies,"1,4,5,2,3,6",1,4,5,2,3,6,,,,,,,,,,,,,,,2,2,5,Preventing altitude sickness,"1,4,3,2,5,6",1,4,3,2,5,6,1,1,5,Scottsdale Arizona history,"3,5,1,2,4,6",3,4,1,5,2,6,5,1,5,George H.W. Bush biographies,"2,5,6,1,4,3",4,1,5,2,3,6,34995379641,1
2022-02-13 20:32:11,2022-02-13 20:36:31,0,68.255.65.63,100,259,1,2022-02-13 20:36:31,R_2YhULvq4qYtIh7E,,,,,33.39019775390625,-84.47480010986328125,anonymous,EN,0.4000000059604644775390625,,,,,3,4,5,sore throat remedies,"4,1,5,3,2,6",2,5,4,1,3,6,,,,,,,,,,,,,,,1,3,5,treatment for high altitude sickness,"1,4,3,5,2,6",1,5,3,2,4,6,1,3,5,history of Old Town Scottsdale,"3,1,5,2,4,6",2,4,1,5,3,6,5,3,5,Biography facts George H. W. Bush,"5,2,1,6,4,3",3,2,5,1,4,6,64177436390,1
2022-02-13 23:59:46,2022-02-14 00:04:54,0,70.162.25.201,100,307,1,2022-02-14 00:04:54,R_2pWhz6q6Csykafi,,,,,31.94549560546875,-110.9972991943359375,anonymous,EN,1,,0,0,,4,5,5,folk remedies for sore throat,"5,1,4,3,2,6",2,5,4,3,1,6,,,,,,,,,,,,,,,2,3,5,altitude sickness treatment,"3,4,5,1,2,6",4,5,1,2,3,6,1,4,3,old town scottsdale history,"3,1,5,2,4,6",2,4,1,5,3,6,4,5,5,george h.w. bush biographies,"6,5,2,1,4,3",4,3,5,2,1,6,93231160398,1
2022-02-14 10:06:16,2022-02-14 10:11:17,0,24.242.228.83,100,301,1,2022-02-14 10:11:19,R_1DqiUtJs1tl4AKa,,,,,32.8235931396484375,-96.681396484375,anonymous,EN,1,,0,0,,5,4,5,home cough remedy,"3,2,5,1,4,6",4,2,1,5,3,6,,,,,,,,,,,,,,,1,4,4,altitude sickness,"4,1,3,2,5,6",2,4,3,1,5,6,1,2,4,"Old Town, Scottsdale","3,1,5,4,2,6",2,5,1,4,3,6,4,1,5,George H.w. Bush,"1,5,2,6,4,3",1,3,5,2,4,6,50114531377,1
2022-02-14 10:45:01,2022-02-14 10:49:24,0,24.10.22.33,100,262,1,2022-02-14 10:49:24,R_ULQp5HyaWjODpkJ,,,,,38.6967010498046875,-121.3130035400390625,anonymous,EN,1,,0,0,,2,4,5,sore throat natural remedies,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,1,2,5,altitude sickness Mexico city,"5,1,3,4,2,6",2,5,3,4,1,6,2,4,5,Old Town Scottsdale AZ history,"3,1,5,4,2,6",2,5,1,4,3,6,4,4,5,George H. W. Bush biography,"5,2,6,4,1,3",5,2,4,1,3,6,46591127887,1
